District,PS Name,FIR No,Date Report,Date Accident,Time Report,Time Accident,Sections,Accident type,Death,Grievous,Minor,Pedestrian,Cyclist,Latitude,Longitude,Place of Occurance,Type Area,City/Town/ Village,Lanes Road,Divider,Spot Accident,Weather,T -Junction,Collision,Type Road,Road Features,Visibility,Traffic Control,Accussed Vehicle,Victim Vehicle
ALAPPUZHA,Nooranadu,2263/2000,02/01/2020,12/12/2020,15:00:00,13:10:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.0043289,76.8223807,NR CHENGAMANDU LPS,Rural,Village,Double,no,Near bus stop,Sunny/Clear,T- Junction,Head on Collision,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Car
ALAPPUZHA,Chengannur,2264/2000,01/01/2020,22/11/2020,17:00:00,12:50:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.822202,76.945078,DERPAKKADU,Rural,Village,Single,no,In Residential area,Sunny/Clear,Round about junction,Other,Other Road,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
ALAPPUZHA,Nooranadu,2265/2000,08/01/2020,05/01/2020,12:30:00,18:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.9973664,76.8238338,VETTIKAVALA,Rural,Village,Double,no,In Open area,Sunny/Clear,T- Junction,Head on Collision,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Tipper
ALAPPUZHA,Ramankari,2266/2000,15/01/2020,15/01/2020,21:29:00,08:00:00,"279,337,304(A)",Grevious Injury,0,1,0,0,0,8.962587,77.11739,NEAR LPS EDAPPALAYAM,Rural,Village,Single,no,Other,Sunny/Clear,NA,Hit Pedestrian,National Highway,Curved Road,Good,Uncontrolled,Scooter,Mini Lorry
ALAPPUZHA,Thrikkunnapuzha,2267/2000,06/01/2020,01/01/2020,15:30:00,11:00:00,"279,337,338",Minor Injury,0,0,2,0,0,8.9634637,76.8346539,VALAKAM,Rural,Village,Double,no,Near bus stop,Sunny/Clear,T- Junction,Head on Collision,State Highway,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
ALAPPUZHA,Mavelikara,2268/2000,02/01/2020,22/12/2020,20:24:00,21:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.9405312,76.6563979,KERALAPURAM,Rural,Village,Single,no,Near hospital,Sunny/Clear,T- Junction,Skidding,National Highway,Others,Good,Uncontrolled,Scooter,Auto Taxi
ALAPPUZHA,Ramankari,2269/2000,11/01/2020,05/01/2020,17:48:00,14:15:00,"279,337",Grevious Injury,0,1,0,0,0,8.987825,76.6757083,VELLIMON,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Head on Collision,Other Road,Others,Good,Uncontrolled,Motor Cycle,Car
ALAPPUZHA,Nooranadu,2270/2000,11/01/2020,27/11/2020,14:52:00,19:00:00,"279,337,134(a+b)",Grevious Injury,0,1,0,0,0,8.9524878,76.652787,VELLIMON,Rural,Village,Single,no,In Residential area,Sunny/Clear,NA,Rear end collision,Other Road,Others,Good,Uncontrolled,Motor Cycle,Tempo Van
ALAPPUZHA,Nooranadu,2271/2000,05/01/2020,04/01/2020,23:58:00,11:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.9522075,76.6518859,STARCH JUNCTION,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Skidding,Other Road,Others,Good,Uncontrolled,Scooter,Motor Cycle
ALAPPUZHA,Nooranadu,2272/2000,13/01/2020,07/01/2020,14:30:00,18:30:00,"279,337,338",Grevious Injury,0,1,0,1,0,9.0984776,76.5828781,SOORANADU,Rural,Village,Single,no,Near or inside a village,Sunny/Clear,T- Junction,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Car
ALAPPUZHA,Chengannur,2273/2000,02/01/2020,24/12/2020,19:06:00,11:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.9565145,76.9846075,VILAKKUPARA,Rural,Village,Single,no,Near or inside a village,Sunny/Clear,T- Junction,Other,Other Road,Straight Road,Good,Uncontrolled,Tipper,Tempo Van
ALAPPUZHA,Nooranadu,2274/2000,11/01/2020,05/02/2020,16:40:00,07:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.0176,76.9261,PUNALUR,Rural,Village,Single,no,Near or inside a village,Sunny/Clear,NA,Hit and run,State Highway,Straight Road,Good,Uncontrolled,Scooter,Private Bus
ALAPPUZHA,Nooranadu,2275/2000,04/01/2020,27/11/2020,15:22:00,10:15:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.9387108,76.6770564,PERUMPUZHA,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,T- Junction,Skidding,Other Road,Others,Good,Uncontrolled,Motor Cycle,Private Bus
KOTTAYAM,Vaikom,2276/2000,10/01/2020,01/01/2020,15:28:00,14:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.9524878,76.652787,VELLIMON,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Skidding,Other Road,Others,Good,Uncontrolled,Auto rickshaw,Car
KOTTAYAM,Vaikom,2277/2000,06/01/2020,20/12/2020,16:04:00,08:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.9405312,76.6563979,KERALAPURAM,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,T- Junction,Head on Collision,National Highway,Others,Good,Uncontrolled,Car,Car
KOTTAYAM,Vaikom,2278/2000,07/01/2020,17/12/2020,18:33:00,16:50:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.9582134,76.6731592,MUKKADA,Rural,Village,Single,no,Near bus stop,Sunny/Clear,T- Junction,Hit Pedestrian,National Highway,Others,Good,Uncontrolled,Motor Cycle,Scooter
KOTTAYAM,Vaikom,2279/2000,04/01/2020,02/01/2020,16:24:00,18:30:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.9115889,76.6414817,KOTTAMKARA ,Rural,Village,Single,no,Near hospital,Sunny/Clear,NA,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Motor Cycle,Scooter
KOTTAYAM,Kuravilangadu,2280/2000,06/01/2020,06/12/2020,18:30:00,12:22:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.9324185,76.6764955,CHANGAYYIL MUKKU,Rural,Village,Single,no,In Residential area,Sunny/Clear,NA,Skidding,Other Road,Others,Good,Uncontrolled,Scooter,Motor Cycle
KOTTAYAM,Vaikom,2281/2000,14/01/2020,14/01/2020,13:12:00,21:00:00,"279,337,304(A)",Grevious Injury,0,1,0,0,0,8.78752,77.016262,CHALLIMUKKU,Rural,Village,Single,no,In Residential area,Sunny/Clear,Round about junction,Hit from Side,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Ramapuram,2282/2000,01/01/2020,28/12/2020,21:50:00,18:15:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.9387108,76.6770564,PERUMPUZHA,Rural,Village,Single,no,In Residential area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Ramapuram,2283/2000,16/01/2020,12/01/2020,17:00:00,16:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.9357598,76.9413965,YEROOR ,Rural,Village,Single,no,Near or inside a village,Sunny/Clear,T- Junction,Hit from Back,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Lorry
KOTTAYAM,Thidanadu,2284/2000,08/01/2020,04/01/2020,11:00:00,12:15:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.818676,77.004333,THUMPAMONTHODI,Rural,Village,Single,no,In Residential area,Sunny/Clear,Round about junction,Skidding,Other Road,Straight Road,Good,Uncontrolled,Private Bus,Motor Cycle
KOTTAYAM,Gandhinagar,2285/2000,23/01/2020,22/01/2020,12:00:00,14:30:00,"279,304(A)",Fatal,1,0,0,0,0,8.824283,76.950443,AYIRAKUZHY,Rural,Village,Single,no,In Residential area,Sunny/Clear,Round about junction,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Private Bus,Motor Cycle
KOTTAYAM,Vaikom,2286/2000,17/01/2020,16/01/2020,13:38:00,08:30:00,"279,337,338",Fatal,1,0,0,0,0,8.78918,76.989069,THALAVARAMBU,Rural,Village,Single,no,Near a factory/industrial area,Sunny/Clear,NA,Skidding,Other Road,Others,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Pala,2287/2000,12/01/2020,10/01/2020,16:43:00,16:30:00,"279,337",Grevious Injury,0,1,0,0,0,8.9492786,76.6451422,CHERUMOODU,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Head on Collision,Other Road,Others,Good,Uncontrolled,Motor Cycle,Mini Lorry
KOTTAYAM,Ettumanoor,2288/2000,05/01/2020,24/12/2020,21:00:00,17:45:00,"279,337,338",Minor Injury,0,0,1,0,0,8.914556,76.885678,EDAMULACKAL,Rural,Village,Double,no,In Residential area,Sunny/Clear,T- Junction,Hit from Back,State Highway,Straight Road,Good,Police controlled,Motor Cycle,Car
KOTTAYAM,Pallikkathodu,2289/2000,25/01/2020,22/01/2020,15:47:00,15:30:00,"279,337,338,134(a+b)",Grevious Injury,0,2,1,0,0,9.037353,76.720562,PUTHOOR ,Rural,Village,Single,no,Near or inside a village,Sunny/Clear,T- Junction,Skidding,Other Road,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
KOTTAYAM,Pallikkathodu,2290/2000,01/01/2020,05/12/2020,18:17:00,18:30:00,MO(Grevious),Grevious Injury,0,1,0,0,0,8.9355722,76.9414132,YEROOR,Rural,Village,Single,no,Near a religious place,Sunny/Clear,NA,Right-angled collision,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Pallikkathodu,2291/2000,02/01/2020,31/12/2020,16:49:00,19:30:00,"279,337,338",Minor Injury,0,0,1,1,0,8.9405312,76.6563979,MAMOODU ,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,T- Junction,Hit Pedestrian,National Highway,Others,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Pallikkathodu,2292/2000,15/01/2020,10/01/2020,23:30:00,21:30:00,"279,338",Minor Injury,0,0,1,0,0,8.9343729,76.6434469,KERALAPURAM,Rural,Village,Single,no,Near hospital,Sunny/Clear,T- Junction,Skidding,National Highway,Others,Good,Uncontrolled,Scooter,KSRTC Bus
KOTTAYAM,Vaikom,2293/2000,26/01/2020,25/01/2020,13:00:00,14:00:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.987825,76.6757083,MULAVANA,Rural,Village,Single,no,Near hospital,Sunny/Clear,NA,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Private Bus,Car
KOTTAYAM,Velloor,2294/2000,07/01/2020,06/01/2020,17:12:00,21:05:00,"279,304(A)",Grevious Injury,0,1,0,0,0,8.9387108,76.6770564,PERUMPUZHA,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Other,Other Road,Others,Good,Uncontrolled,Motor Cycle, Ambulance Private
KOTTAYAM,Ramapuram,2295/2000,17/01/2020,14/01/2020,16:09:00,15:14:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.8754239,76.6191452,PALLIMUKKU,Rural,Village,Single,no,Near hospital,Sunny/Clear,T- Junction,Skidding,National Highway,Others,Good,Police controlled,Scooter,Car
KOTTAYAM,Kuravilangadu,2296/2000,01/01/2020,01/01/2020,19:00:00,19:00:00,279,Grevious Injury,0,1,0,0,0,8.9405312,76.6563979,KERALAPURAM,Rural,Village,Single,no,In Open area,Sunny/Clear,T- Junction,Right turn collision,National Highway,Others,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Kuravilangadu,2297/2000,17/01/2020,10/01/2020,07:58:00,20:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.9217037,76.6518099,MAMPUZHA,Rural,Village,Single,no,Near hospital,Sunny/Clear,T- Junction,Skidding,National Highway,Others,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Kuravilangadu,2298/2000,20/01/2020,18/01/2020,06:44:00,08:00:00,"279,337,134(a+b)",Grevious Injury,0,1,0,0,0,8.9590051,76.7180174,ARUMURIKKADA,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Skidding,National Highway,Others,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Vakathanam,2299/2000,24/01/2020,22/01/2020,14:22:00,08:00:00,"279,337",Grevious Injury,0,1,0,0,1,8.9387108,76.6770564,PERUMPUZHA,Rural,Village,Single,no,Near hospital,Sunny/Clear,T- Junction,Skidding,Other Road,Others,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Vakathanam,2300/2000,04/01/2020,30/12/2020,18:15:00,08:50:00,"279,337,338",Fatal,1,1,0,0,0,8.919815,76.610676,NEAR MANGADU BRIDGE,Urban,City,Double,no,In Open area,Sunny/Clear,NA,Rear end collision,National Highway,Straight Road,Good,Uncontrolled,Car,Motor Cycle
KOTTAYAM,Vakathanam,2301/2000,13/01/2020,10/01/2020,17:00:00,17:15:00,"279,304(A)",Non Injury,0,0,0,0,0,8.89316,76.574353,NEAR COLLECTRATE,Urban,City,Single,no,Near office complex,Sunny/Clear,Round about junction,Hit from Side,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Kumarakom,2302/2000,19/01/2020,15/01/2020,15:00:00,21:30:00,"279,337,338",Non Injury,0,0,0,0,0,8.898072,76.578152,MARKET JUNCTIONTHEVALLY,Urban,City,Single,no,Market/Commercial area,Mist/Fog,T- Junction,Head on Collision,State Highway,Straight Road,Not Known,Uncontrolled,Scooter,Car
KOTTAYAM,Vaikom,2303/2000,22/01/2020,21/01/2020,15:45:00,17:00:00,"279,337,338,304(A),134(a+b)",Grevious Injury,0,1,0,0,0,8.879603,76.631392,VADAKKEVILA,Urban,City,Single,no,Near or inside a village,Sunny/Clear,NA,Hit from Side,Other Road,Straight Road,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Chingavanam,2304/2000,04/01/2020,02/01/2020,16:00:00,16:15:00,279,Grevious Injury,0,1,0,0,0,8.911936,76.560125,VALLIKEEZHU,Urban,City,Single,no,Near bus stop,Sunny/Clear,NA,Hit from Back,National Highway,Straight Road,Good,Uncontrolled,Mini Buses,Goods Auto
KOTTAYAM,Chingavanam,2305/2000,02/01/2020,28/12/2020,12:15:00,14:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.987788,76.548748,THOTTINUVADAKKU,Urban,City,Single,no,Near office complex,Sunny/Clear,NA,Hit from Back,Other Road,Others,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Ramapuram,2306/2000,27/01/2020,26/01/2020,12:30:00,18:55:00,"279,337,338,304(A)",Minor Injury,0,0,1,1,0,8.888848,76.572753,AMMACHIVEEDU,Urban,City,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Ramapuram,2307/2000,30/01/2020,30/01/2020,11:40:00,09:00:00,MO(Death),Fatal,1,2,0,0,0,8.929835,76.548765,MARIYALAYAM,Urban,City,Single,no,Near petrol pump,Sunny/Clear,T- Junction,Other,National Highway,Others,Good,Flashing signal/blinker,Auto rickshaw,Auto rickshaw
KOTTAYAM,Ramapuram,2308/2000,23/01/2020,16/01/2020,15:00:00,07:15:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.92688,76.552625,CAPPITHANS JN,Urban,City,Single,no,Near bus stop,Sunny/Clear,NA,Hit from Back,National Highway,Straight Road,Good,Flashing signal/blinker,Motor Cycle,Tempo Van
KOTTAYAM,Ramapuram,2309/2000,16/01/2020,14/01/2020,11:55:00,21:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.925384,76.556089,ALTHARAMOODU BYPASS,Urban,City,Single,yes,Near bus stop,Sunny/Clear,Y- junction,Other,National Highway,Others,Good,Traffic light signal,Scooter,Auto rickshaw
KOTTAYAM,Chingavanam,2310/2000,19/01/2020,07/01/2020,19:30:00,21:00:00,"279,337,338",Fatal,1,0,0,1,0,8.891397,76.581609,IRON BRIDGE,Urban,City,Single,no,Narrow bridge or culverts,Mist/Fog,NA,Hit Pedestrian,National Highway,Straight Road,Poor,Uncontrolled,Motor Cycle,Lorry
KOTTAYAM,Chingavanam,2311/2000,19/01/2020,10/01/2020,18:41:00,09:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.921755,76.600484,PALAN VILA JN KADAVOOR,Rural,Village,Single,no,Other,Sunny/Clear,Four arm junction,Hit Fix / Stationary Object,National Highway,Straight Road,Good,Flashing signal/blinker,Motor Cycle,Jeep
KOTTAYAM,Chingavanam,2312/2000,21/01/2020,12/01/2020,17:00:00,19:00:00,"279,337,338,134(a+b)",Grevious Injury,0,1,0,1,0,8.851065,76.732369,UDIKKAVILA AUDITORIUM,Urban,Town,Double,no,In Open area,Sunny/Clear,Y- junction,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled,Auto rickshaw,Tempo Van
KOTTAYAM,Ramapuram,2313/2000,02/01/2020,26/12/2020,17:30:00,17:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.916331,76.559186,POOVANPUZHA ,Urban,City,Single,no,Near bus stop,Sunny/Clear,T- Junction,Other,National Highway,Others,Good,Traffic light signal,Auto rickshaw,Car
KOTTAYAM,Kumarakom,2314/2000,18/01/2020,18/01/2020,20:16:00,21:15:00,MO(Grevious),Grevious Injury,0,2,0,0,0,8.922554,76.592039,BYPASS ROAD NEAR PALLIVETTACHIRA KADAVOOR,Rural,Village,Single,no,Other,Mist/Fog,Four arm junction,Hit from Side,National Highway,Straight Road,Not Known,Traffic light signal,Scooter,Car
KOTTAYAM,Chingavanam,2315/2000,11/01/2020,07/01/2020,19:13:00,18:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.863464,76.698482,ITHIKKARA,Rural,Village,Double,no,Narrow bridge or culverts,Sunny/Clear,Y- junction,Other,National Highway,Curved Road,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Chingavanam,2316/2000,14/01/2020,13/01/2020,17:30:00,17:00:00,"279,337,338",Fatal,2,0,0,0,0,8.920986,76.559434,MUKKADU,Urban,City,Single,no,Near bus stop,Sunny/Clear,NA,Hit from Back,Bypass,Straight Road,Good,Flashing signal/blinker,Motor Cycle,Motor Cycle
KOTTAYAM,Chingavanam,2317/2000,17/01/2020,13/01/2020,21:21:00,20:20:00,"279,337,338",Grevious Injury,0,1,1,0,0,8.862139,76.717597,CHATHANNOOR,Urban,Town,Double,yes,Market/Commercial area,Sunny/Clear,Four arm junction,Rear end collision,National Highway,Straight Road,Good,Police controlled,Scooter,Auto rickshaw
KOTTAYAM,Chingavanam,2318/2000,07/01/2020,21/12/2020,21:08:00,18:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.88589,76.59874,IN FRONT OF KOLLAM METROLOGY OFFICE,Urban,Town,Double,no,Near office complex,Cloudy,NA,Hit from Back,Other Road,Straight Road,Poor,Uncontrolled,Motor Cycle,Auto rickshaw
KOTTAYAM,Chingavanam,2319/2000,08/01/2020,04/01/2020,12:31:00,15:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.88786,76.58706,INFRONT OF ST JOSEPH SCHOOL,Urban,Town,Double,yes,Institutional Area,Sunny/Clear,T- Junction,Hit from Back,National Highway,Straight Road,Good,Uncontrolled,Car,Motor Cycle
KOTTAYAM,Chingavanam,2320/2000,12/01/2020,06/01/2020,10:45:00,20:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.9025,76.5675,IN FRONT OF ARTECH FLAT,Urban,City,Single,no,Market/Commercial area,Mist/Fog,NA,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Ramapuram,2321/2000,04/01/2020,04/01/2020,16:00:00,08:30:00,"279,337,304(A)",Grevious Injury,0,1,0,0,0,8.8876,76.5795,IN FRONT OF TOODY SHOP KOTTAKAKOM,Urban,City,Single,no,Near office complex,Sunny/Clear,NA,Overturn,Other Road,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
KOTTAYAM,Ramapuram,2322/2000,11/01/2020,10/01/2020,11:48:00,08:30:00,"279,337",Grevious Injury,0,1,0,0,0,8.797563,76.769461,KADAMPATTUKONAM,Rural,Village,Double,no,Other,Sunny/Clear,NA,Hit from Side,National Highway,Curved Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Chingavanam,2323/2000,06/01/2020,17/12/2020,12:30:00,10:00:00,"279,337",Grevious Injury,0,2,1,0,0,8.825075,76.750299,SREERAMAPURAM,Rural,Village,Double,no,Near petrol pump,Sunny/Clear,NA,Hit from Back,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Lorry
KOTTAYAM,Chingavanam,2324/2000,08/01/2020,05/01/2020,15:21:00,23:59:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.89046,76.58342,NORTH 2 KM,Urban,Town,Double,no,Market/Commercial area,Cloudy,NA,Other,National Highway,Bridge,Poor,Uncontrolled,Scooter,Motor Cycle
KOTTAYAM,Chingavanam,2325/2000,01/01/2020,20/12/2020,12:15:00,13:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.922571,76.59531,KADAVOOR SIGNAL JN ,Rural,Village,Single,no,Near bus stop,Sunny/Clear,Four arm junction,Rear end collision,National Highway,Straight Road,Good,Traffic light signal,Scooter,Motor Cycle
KOTTAYAM,Vaikom,2326/2000,24/01/2020,23/01/2020,14:42:00,15:45:00,"279,337,338",Minor Injury,0,0,1,0,0,8.8879,76.59051,NEAR PILIMOOTTIL SILK HOUSE,Urban,Town,Double,no,Market/Commercial area,Sunny/Clear,Four arm junction,Hit from Side,Other Road,Others,Good,Traffic light signal,Motor Cycle,Car
KOTTAYAM,Thalayolaparambu,2327/2000,08/01/2020,06/01/2020,14:00:00,12:00:00,"279,337,338",Fatal,1,0,0,0,0,8.891873,76.580713,IN FRONTOF SEEMAS TEXTILES NEAR KOCHUKODUNGALOOR TEMPLE,Urban,City,Double,yes,Market/Commercial area,Sunny/Clear,NA,Hit from Back,National Highway,Straight Road,Good,Police controlled,Motor Cycle,Scooter
KOTTAYAM,Kumarakom,2328/2000,17/01/2020,27/12/2020,21:35:00,19:30:00,"279,337,338",Grevious Injury,0,1,1,0,0,8.88765,76.61101,AMMANNADA,Urban,Town,Double,no,Near office complex,Cloudy,NA,Head on Collision,Other Road,Straight Road,Poor,Uncontrolled,Scooter,Car
KOTTAYAM,Thalayolaparambu,2329/2000,02/01/2020,30/12/2020,16:01:00,19:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.878421,76.60885,IN FRONT OF POLAYATHODU MARKET,Urban,Town,Double,no,Market/Commercial area,Cloudy,NA,Overturn,National Highway,Straight Road,Poor,Uncontrolled,Car,Motor Cycle
KOTTAYAM,Chingavanam,2330/2000,20/01/2020,12/01/2020,11:05:00,19:31:00,"279,338",Grevious Injury,0,1,0,1,0,8.8863,76.5748,KANKATHU MUKKU,Urban,City,Single,no,Other,Mist/Fog,NA,Hit Pedestrian,National Highway,Straight Road,Poor,Uncontrolled,Scooter,Appe (Goods Auto with Stearing)
KOTTAYAM,Chingavanam,2331/2000,04/01/2020,31/12/2020,14:40:00,21:50:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.925341,76.556489,BYPASS,Urban,City,Single,no,Near bus stop,Cloudy,Y- junction,Hit from Back,Bypass,Straight Road,Good,Traffic light signal,Car,Tempo Van
KOTTAYAM,Chingavanam,2332/2000,08/01/2020,23/12/2020,16:52:00,09:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.89651,76.60891,NEAR PRATHIBHA JN,Urban,Town,Double,no,Market/Commercial area,Sunny/Clear,NA,Skidding,National Highway,Straight Road,Good,Uncontrolled,Car,Motor Cycle
KOTTAYAM,Kaduthuruthy,2333/2000,20/01/2020,18/01/2020,11:50:00,10:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.822656,76.751797,SREERAMAPURAM,Rural,Village,Double,no,Near petrol pump,Sunny/Clear,NA,Head on Collision,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Tempo Van
KOTTAYAM,Ramapuram,2334/2000,01/01/2020,26/12/2020,17:00:00,06:50:00,"279,337,338",Grevious Injury,0,1,1,0,0,8.863,76.7164,NEAR SAMTHRIPTHY HALL CHATHANNOOR ,Rural,Village,Double,no,Other,Very Hot,Four arm junction,Right-angled collision,Other Road,Others,Good,Uncontrolled,Car,Car
KOTTAYAM,Kaduthuruthy,2335/2000,01/01/2020,28/12/2020,11:41:00,21:45:00,"279,337",Fatal,1,0,0,0,0,8.890578,76.604656,NEAR KADAPPAKKADA INDIAN BANK,Urban,Town,Double,yes,Market/Commercial area,Cloudy,T- Junction,Skidding,Other Road,Straight Road,Poor,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Changanachery,2336/2000,16/01/2020,15/01/2020,11:30:00,12:45:00,"279,337,304(A)",Grevious Injury,0,1,0,0,0,8.88429,76.60485,CHEMMANMUKKU CSI CHURCH,Urban,Town,Double,yes,Institutional Area,Sunny/Clear,NA,Other,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Auto rickshaw
KOTTAYAM,Changanachery,2337/2000,20/01/2020,14/01/2020,18:08:00,21:45:00,"279,338",Grevious Injury,0,1,0,1,0,8.92539,76.597871,NEAR CKP JN,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,T- Junction,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Thrikkodithanam,2338/2000,02/01/2020,23/12/2020,17:00:00,11:25:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.92103,76.65639,SARATHY JUNCTION,Urban,City,Single,no,In Open area,Sunny/Clear,NA,Rear end collision,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Changanachery,2339/2000,09/01/2020,24/12/2020,18:34:00,17:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.8872,76.59087,NEAR KOLLAM REST HOUSE,Urban,Town,Four lanes,yes,Near office complex,Sunny/Clear,Round about junction,Right turn collision,National Highway,Curved Road,Good,Traffic light signal,Motor Cycle,Motor Cycle
KOTTAYAM,Changanachery,2340/2000,03/01/2020,20/12/2020,21:50:00,19:30:00,"279,337,338",Fatal,1,0,0,1,0,8.865268,76.654274,UMAYANALLOOR JN,Urban,City,Double,no,Market/Commercial area,Sunny/Clear,Four arm junction,Hit Pedestrian,National Highway,Curved Road,Good,Uncontrolled,Motor Cycle,Car
